"PRO_NUMERO","PRO_NOMBRE","PRO_DOMICI","PRO_LOCALI","PRO_PROVIN","PRO_CODPOS","PRO_TELEFO","PRO_REPRES","PRO_JEFEVE","PRO_CUIT","PRO_CODIVA","PRO_FEULCO","PRO_MONEDA","PRO_ULISTA","PRO_MEMO","PRO_RUBRO","PRO_ZONA","PRO_SALDAC","PRO_CTACTE","PRO_CODGAN","PRO_CPRSUS","PRO_GANAN","PRO_CONVTA","PRO_INGBTO","PRO_INGBRO"
"9020","DIETEX (KNATT)       (34)","CALLE 30","SAN MARTIN",2,1650,"752-1466.otro 753-3600",,,,1,,1,,,0,0,"0,00",,0,,6,0,0,
"9021","MAQUINARIA ""MADEMO""  (37)","CANING 15","WARNES",1,0,"854-9648",,,,1,,1,,,16,0,"0,00","S",1,,6,0,0,
"9022","TEXTIL NORESTE S.A.  (40)","AV.ARMENIA 501","MONTE CASEROS",9,3220,"755-0521/0262/1167","ISAC ARA  PART:963-0243","COBRANZA=383-3878/3555","30-57037224-2",1,,1,,,11,0,"0,00","S",1,,6,0,0,
"9023","J PECHTOL - S.TONELLI(41)","CALLE14Nº4041(EXESPORA274","SAN MARTIN",2,0,"755-4688.","PECHOL",,"30-50452301-9",1,01/07/1997,1,,,11,0,"0,00","S",1,,6,0,0,
"9024","LA AMERICANA TEXTIL  (42)","DIAGONAL 141  Nº 795","V.LYNCH (P.BS.AS.)",2,1672,"757-5996",,,"30-50382314-0",1,,1,,,11,0,"0,00","S",1,,6,0,0,
"9025","GEMTEX               (46)","DIEGO POMBO 4525","SAN MARTIN",2,0,"752-4925",,"MIGUEL",,1,,1,,,11,0,"0,00","S",1,,6,0,0,
"9026","KARATEX (COLORTEX S.A(48)","AV.BELGRANO 1480","CAP.FED.",1,0,"37-5061/64",,,,1,,1,,,11,0,"0,00","S",1,,6,0,0,
"9027","METALUR.ALTA CORDOBA (52)","RIVADAVIA 1461",,3,0,,,,"30-50565308-0",1,,1,,,11,0,"0,00","S",1,,6,0,0,
"9028","SIMONS de A.J.Simons (53)","CALLE86 Nº4642/48V.BONICH","SAN MARTIN",2,1650,"768-6963",,,"20-05588117-1",1,,1,,,11,0,"0,00","S",1,,6,0,0,
"9029","PARANATEX S.A.I.C.y .(59)","MORENO 1249","CAP.FED.",1,0,"38-7097/37-9825","MORENO",,,1,,1,,,11,0,"0,00","S",1,,6,0,0,
"9030","SILICOVICH MARIO     (60)",,,2,0,"942-0155","MARIO SILICOVICH",,,0,,1,,,11,0,"0,00","S",1,,6,0,0,
"9031","LUIS-SEOANE(CINTA PIL(63)","JUANA AZURDUY Nº26","VILLA TESEI",2,1688,"450-2324",,"JOSE LUIS SEOANE Y JOAO","30-56412066-5",1,01/11/1997,1,,,11,0,"0,00","S",1,"N",6,0,0,
"9032","LONAS ELIAS BEDRAN S.(64)","AV.MARMOL ONIX 837","LA TOMA",6,5750,"0655-21643  GOMEZ.","STA FE 0467-94142/94108",,"30-60956226-5",1,,1,,,11,0,"0,00","S",1,,6,0,0,
"9033","IBARGUREN RUBEN O.(MA(66)","M. GANDHI 1751","CASTELAR",2,1712,"627-2826/2026************","MARIO AGUERO * 624-6030 *","************","20-12754136-2",1,,1,,,11,0,"0,00","S",1,,6,0,0,
"9034","OSCAR ""EL FLETERO""   (73)","DIAGONAL 103, Nº 830","VILLA LYNCH",2,1672,"752-2771",,,,1,10/03/1998,1,,,11,0,"0,00","S",4,"N",6,0,0,
"9035","VIPLASTIC.S.O.C.I.   (77)","AV.F.D.ROOSEVELT 5778","CAP.FED.",1,1431,"RICARDO -574-1001","FABRICA:H.YRIGOYEN 15854","(1852)TE:299-0233/2279","30-50251045-9",1,01/02/1997,1,,,11,0,"0,00","S",1,"N",6,0,0,
"9037","PLASTICOS DEL SOL    (81)","PUAN 1571","CAP.FED.",1,1406,"922-6505/6342 * 623-1471","FORTUNATO TANGIR",,"30-60715201-9",1,04/03/1999,1,,,11,0,"0,00","S",1,,6,0,0,
"9038","CIA DE TELAS PLASTICA(86)","NICARAGUA 10580","PABLO PODESTA(3 DE FEBRER",2,0,"769-1192/1879","JAVIER",,"30-64503091-1",1,,1,,,11,0,"0,00","S",1,,6,0,0,
"9039","VIDAL E HIJOS(FLECOS)(90)","3 DE FEBRERO 4027","CASEROS",2,0,,,"ISMAEL VIDAL",,0,,1,,,11,0,"0,00","S",1,,6,0,0,
"9040","TEXTIL LIDACO        (92)","JUAN B.JUSTO 765","LUJAN",2,0,,,,"30-54826915-2",1,01/05/1997,1,,,11,0,"0,00","S",1,"S",6,0,0,
"9041","MAFRAN S.A.          (96)","TUCUMAN 2154","CAPITAL FEDERAL",1,1050,"863-6229","SR.FIGUEROA",,"30-65296004-5",1,01/07/1997,2,,,11,0,"0,00","S",1,"N",6,0,0,
"9042","LAMINFER            (138)",,,1,0,,,,,0,,1,,,11,0,"0,00","N",1,"N",6,0,0,
"9043","C.M. S.R.L.  (e.f.) (109)","MISIONES 1007.Esq S.MORON","BELLA VISTA.",2,1661,"666-4920",,,"30-68162788-6",1,04/02/1997,2,,,13,0,"0,00","N",1,"S",6,0,0,
"9044","TELIMPER S.A.      (2000)","MARTINIANO LEGUIZAMON3059","(MATADEROS) CAP.FED.",1,1439,"601-1237/8/2552/4568.","EDUARDO PTASCINSKY","LIGUARDA{FAX 602-6939}","33-53733386-9",1,,1,,,11,0,"0,00","S",1,"S",6,0,0,
"9045","TEXILO S.A.          (54)","LA PAMPA 4315","BUENOS AIRES",2,0,"522-3112/3544/7140 * 523-","L. LESCANO 1770/1768/3544","FAX 523-3313","30-50388442-5",1,,1,,,11,0,"0,00","S",1,"N",6,0,0,
"9046","OJAL SUR (P/COSTOS)█2000█","TRASLADARLO AL 2000",,2,0,,,,,0,,1,,,1,0,"0,00","S",1,"S",1,0,0,
"9047","SCHUSTER GUALTERIO","CALLE 43 Nº4620","V.BALLESTER",2,1653,"768-5966","SCHUSTER PART=797-8537",,"20-05608382-1",1,01/07/1997,1,,,11,0,"0,00","S",1,,6,0,0,
"9048","SPARKLING S.A.","J.B.JUSTO 965","CAPITAL FEDERAL",1,1425,"777-6515/20",,,"30-61298127-9",1,30/06/1997,2,,,11,0,"0,00","S",1,"S",6,0,0,
"9049","HORACIO GERMAN GOWLAND","ANGEL D'ELIA 1789","SAN MIGUEL",2,1663,"4664-8170/6413","HORACIO",,"20-08249560-7",1,01/06/2000,2,,,13,0,"0,00","N",1,"S",6,0,0,
"9050","PINTESINT              14","RONDEAU 1200","RAMOS MEJIA",2,1704,"658-1987/5351***654-1096*","ALICIA",,"30-51670362-4",1,,1,,,11,0,"0,00","S",1,,6,0,0,
"9051","AMALIA SRL(GALVANOPL¨)  5","LARREA 2272","L.MIRADOR",2,1752,"657-9223/FAX9752",,"MARIANI  GABRIEL","30-50316708-1",1,01/07/1997,1,,,11,0,"0,00","S",1,"N",6,0,1,
"9052","DACOR ARGOLLAS(EX.JACHI12","OLAVARRIA 71","AVELLANEDA",2,1870,"203-1828","GIANOTTI",,"20-04815120-6",1,12/05/1994,1,,,11,0,"0,00","S",1,,6,0,0,
"9053","HILOS DOBLE ZETA Id.Co.30","R.E. DE SAN MARTIN 4474/8","CAP.FED.",1,1407,"672-4066","MARTA",,"30-57887379-8",1,01/11/1997,1,,,11,0,"0,00","S",1,,6,0,0,
"9054","TEJEDURIA SAN LUIS","CC.44","LA TOMA   -",6,5750,"454-5925 /26/27/28.NUEVO","FAX:0655-21305(LA TOMA)","RICHI   FAX 655-1508","30-62118145-5",1,10/05/2005,1,,,11,0,"0,00","N",1,"N",6,0,0,
"9055","MUNDO NAUTICO S.A.     36","CORDOBA 5358/60","CAP.FED.",1,1414,"773-0091",,,"30-52298222-5",1,01/07/1997,1,,,11,0,"0,00","S",1,,6,0,0,
"9056","LONERA CORDOBA         43","AV.J.B.JUSTO 3938","CORDOBA",3,5001,"051-701188/70-3420/0588","70-0598 (PART.70-4284 )","POLOLA","30-61590483-6",1,31/12/1997,1,,,11,0,"0,00","S",1,"N",6,0,0,
"9057","PONCE Y CIA.           47","MARIA ASUNTA 3314","SAN MARTIN",2,0,"753-8730/1885",,,"30-50351622-1",1,01/07/1997,1,,,11,0,"0,00","S",1,,6,0,0,
"9058","NILDATEX               49","CALLE 109 Nº2634/44","SAN MARTIN",2,1650,"755-2435/3849",,,"30-52784125-5",1,01/07/1997,1,,,11,0,"0,00","S",1,,6,0,0,
"9059","CAMPING LA TOMA","GRANADERO RENQUEÑO 1082","LA TOMA",6,5750,"0655-21315",,,"30-60537298-4",1,10/12/2004,1,,,11,0,"0,00","S",1,"N",6,0,0,
"9060","ARREDONDO MARTA (CAZUL)56","LARREA 23","BELLA VISTA",1,1661,"4666-5089 MARTA",,,"27-00215304-7",1,27/12/2004,1,,,11,0,"0,00","S",1,"N",6,0,0,
"9061","HULYTEGO S.A.          61","AV.VELEZ SARFIELD 5700","MUNRO",2,1605,"7620271/75/0327-Fx7561398","CUESTA 762-1200","CANDELORO-CTADOR.LOBARBO","33-50052570-9",1,04/04/1997,1,,,11,0,"0,00","S",1,"N",6,0,0,
"9062","TURANO ORLANDO SRL.    62","Jaramillo4044 Eq.delTejar","Capital",1,1430,"542-1723/1887","SRA NELIDA TURANO","ALBERTO TURANO","30-54428746-6",1,04/11/1995,1,,,11,0,"0,00","S",1,,6,0,0,
"9063","CAMPAGNOLO HNOS.       71","Callejon de Lopez s/n",,3,5145,"051-998321",,,"30-50474620-4",1,01/03/1997,1,,,11,0,"0,00","S",4,"N",6,0,0,
"9064","HOECHST Argentina S.A. 72","INT.TOMKINSON 2054","SAN ISIDRO",2,1356,"742-3036/37/38",,,"30-50369146-5",1,01/07/1997,1,,,11,0,"0,00","S",1,,6,0,0,
"9065","JOSE LIEBL.S.A.        76","CALLE 33.Nº2315(EX LAVA.)","VILLA MAIPU /SAN MARTIN",2,1650,"752-9499.753-2498/0566","ALFREDO GALLO FAX754-1721","IRMA","30-50067675-9",1,04/03/1997,1,,,11,0,"0,00","S",1,,6,0,0,
"9066","ARVIC S.A.             79","CARABELA esq.GRAL.ACHA","SARANDI",2,0,"204-2242/8144 Fax203-1578","E.GOLDAMMER PART=543-0642","Sr.NATALIO","30-59989981-9",1,01/02/1997,1,17/10/1994,,11,0,"0,00","S",1,,6,0,0,
"9067","CELIN IND.PLASTICAS    83","BOLIVAR 430 - 5ºPISO","CAP.FED...",1,1066,"204-8144/2242 FAX203-1578",,,"30-50372146-1",1,11/02/1997,1,,,11,0,"0,00","S",1,,6,0,0,
"9068","PAPELERA ARGENTINA S.H 98","ARENALES 4340","VILLA BALLESTER",2,1653,"768-9572","15-187-8127 █ 15-140-0198",,"30-68480235-2",1,16/12/1997,1,,,11,0,"0,00","S",4,"N",6,0,0,
"9069","PERGAMINO.Coop.de SEG 106","MERCED 865","PERGAMINO",2,2700,"0477-25495/96/24829/26782","28612/28613 FAX0477-28614","AGRELO 664-9409/667-2122","30-50005567-3",1,01/07/1997,1,,,13,0,"0,00","S",1,,6,0,0,
"9070","S.E.A.  S.A.          112","Santiago de Estero 617",,1,1075,"383-6711/6426/9428/0856",,,"30-61217713-5",1,01/08/1996,1,,,13,0,"0,00","N",1,,6,0,0,
"9071","TACE S.R.L.           114","AV. DIRECTORIO 999  7ºB","CAPITAL FEDERAL",1,1424,"479-2491/470-3163","342-0677/0637",,"30-68765376-5",1,03/06/1997,1,,,11,0,"0,00","N",4,"N",6,0,0,
"9072","BUSTAMANTE JOSE MARIA 130","BELGRANO 525","PARANA",11,3100,"043-221961",,"JOSE MARIA BUSTAMANTE","20-14830067-5",1,01/12/1996,1,,,12,0,"0,00","S",1,"S",6,0,0,
"9073","FLECAMET S.A.         120","CALLE 103 entre 5 y 7.","PARQUE INDUSTRIAL NORTE",6,5700,"709-1221/2/2250/1/2061/2","FAX 709-1190","ALVAREZ","30-60591869-3",0,01/07/1997,1,,,11,0,"0,00","S",4,"N",6,0,0,
"9074","JOSE MARIA BUSTAMANTE 131","BELGRANO 525","PARANA",11,3100,"TELFAX 221961","BUSTAMANTE","BUSTAMANTE","20-05901567-3",1,01/02/1997,1,,,12,0,"0,00","S",4,"N",6,0,0,
"9075","RIOPLAST S.A.I.C.      68","CALLE 296 Esq.342","PARQUE INDUSTRIAL",15,5300,"TELF.y FAX.0822-22148",,,"30-61188716-3",1,01/07/1997,1,,,11,0,"0,00","S",1,,6,0,0,
"9076","TRANSPORTE CENTRO","CALLE 89 Nº1815/19","SAN MARTIN",2,1650,"4754-6153",,,"20-18220444-8",8,31/03/2000,1,,,21,0,"0,00","S",1,"N",0,0,0,
"9077","FELTA S.A.           (67)","GRAL RIVAS 1550","BELLA VISTA",2,1661,"666-0339/3433+5621/5936","668-1434 FAX666-5075",,"30-55378477-4",1,,1,,,11,0,"0,00","S",1,"N",6,0,0,
"9078","LEVIN e HIJOS S.A.   (85)","ALFREDO PALACIOS 4595","VALENTIN ALSINA",2,0,,,,,0,,1,,,11,0,"0,00","S",1,"N",6,0,0,
"9079","EL ZONDA SACIFIA     (89)","PQUE IND. LA RIOJA","LA RIOJA",15,5300,"0656-75675-5881",,,"30-62403799-1",1,,1,,,11,0,"0,00","S",1,"N",6,0,0,
"9080","TEXTILMAX SRL       (107)","AV.CORRIENTES 456 7ºP F75","CAP.FED.",1,1043,"394-0910/0987",,,"30-66188452-1",1,,1,,,11,0,"0,00","S",1,"N",6,0,0,
"9081","VAN LEER  ARG.S.A.  (350)","LINIERS 3205","TIGRE",2,1648,"736-3888",,"PRESAS","30-60543860-8",1,,1,,,11,0,"0,00","S",1,"N",6,0,0,
"9082","SIMON (TORNILLOS)  (1000)","PAMPA 1623","PALOMAR / CASEROS",2,0,"759-7584/(58-3620?)",,,".",0,,1,,,11,0,"0,00","S",1,"N",6,0,0,
"9083","POLIMETAL S.A.     (1005)","AV. MARQUEZ 1460","VILLA BOSCH",2,1682,"TEL/FAX: 769-0022","NUEVO    842-0022",,"30-68031501-5",1,01/11/2006,1,,,18,0,"0,00","N",1,"N",6,97,1,
"9084","DINEL S.A.","DONATO ALVAREZ 1630.","CAPITAL FEDERAL",1,1416,"583-4183*585-1111","DIEGO",,"30-54487381-0",1,11/10/1996,1,,,11,0,"0,00","S",4,"N",6,0,0,
"9085","ESTIBAJES BUEN AYRE S.A.","RUTA 8 alt.22500 Nº10486","LOMAS HERMOSA",2,1657,"769-1814/2945","Fax: 769-8616",,"30-65780833-0",1,24/12/1996,1,,,11,0,"0,00","N",1,,6,0,0,
"9086","QUIMICA SIGMA","PEREZ QUINTANA 493","ITUZAINGO",2,1714,"661-1577",,,"20-13022168-9",1,07/03/1997,1,,,51,0,"0,00","N",4,"N",6,0,0,
"9087","KUNSTFER S.A","SARANDI 157",,1,1081,"951-8533/953-8865",,"FERRARI","30-60673181-3",1,01/11/1997,1,,,11,0,"0,00","S",1,"N",6,0,0,
"9088","MERCOMAR S.A.",,,1,1041,,,,"33-67862177-9",1,01/12/1997,1,,,11,0,"0,00","N",6,"N",6,0,0,
"9090","SAMYANG CORPORATION","AV.MAYO 1370 P10 OF.274","CAP.FED.",95,0,"4962-7575","DANIEL PAIK",,"55-00000309-2",1,23/12/2010,1,,,11,0,"0,00","S",1,"N",0,0,1,
"9091","RP PUBLICIDAD","DEBUSSY 2881","HURLINGHAM",2,1686,"CASA 662-3157/15-496-8679","OF.639-1047",,"23-10872202-9",1,01/02/1998,1,,,12,0,"0,00","S",1,"N",6,0,0,
"9092","CALIQUIM S.R.L.","REP.LIBANO 4317","V.LYNCH",2,1672,"COBROS-754-2398 / 3030","VENTAS-754-2606",,"30-58222986-0",1,02/02/1998,1,,,11,0,"0,00","S",1,"S",6,99,0,
"9093","PROBULMAQ S.A.","AV. PTE PERON Nº4116","SAN MARTIN",2,1650,"TEL/FAX: 755-0422",,,"20-07823133-6",1,02/02/1998,2,,,11,0,"0,00","N",1,"N",6,0,0,
"9094","INDUSTRAP","DARRAGUEIRA Nº1326","JOSE L. SUAREZ",2,1655,"765-2109",,,"20-05596182-5",1,02/02/1998,1,,,11,0,"0,00","N",4,"S",6,0,0,
"9095","BAYER ARGENTINA S.A.","RICARDO GUTIERREZ 3652","MUNRO",2,1605,"762-7351/7435","STA.USCHI","DIETER PLESKY","30-50381106-1",1,01/04/1998,1,01/08/1996,,2,0,"0,00","S",1,"N",6,0,0,
"9096","SANITARIOS ALOI","RUTA 8 Nº9698 Km 21,300","LOMA HERMOSA.",2,1657,"769-4155/ FAX: 769-1374",,,"27-07661392-9",1,06/07/1998,2,,,11,0,"0,00","N",4,"N",6,0,0,
"9097","ITOCHU Argentina S.A.","Av.Del Libertador 602 P15","Cap.Fed.",2,1001,"814-5000/FAX 814-1341","OSAKI TSUYOSHI(JAPON)","SERGIO GIACOMETTI",,0,15/07/1998,1,,,2,0,"0,00","N",1,"N",1,0,0,
"9098","QUIMICA SAN ISIDRO S.R.L.","CALLE 119 Nº3488.V.BONICH","SAN MARTIN",2,1650,"767-2896 CLAUDIA █CTA/CTE","FAX: 768-9539/9939",,"33-57611394-9",1,13/08/1998,1,,,11,0,"0,00","S",4,"N",6,9,0,
"9099","DIFPA S.R.L.","DEHEZA 4439","CAP.FED.",2,1430,"541-1476","ALICIA","FERNANDO DI FONZO","30-50554878-3",1,21/08/1998,1,,,11,0,"0,00","S",1,,6,0,0,
"9100","CONS.MEDICOS B.VISTA SRL","SENADOR MORON 831/33","BELLA VISTA",2,1661,"666-4920","RAQUEL",,"30-68869597-6",2,17/12/1998,2,,,11,0,"0,00","S",4,"S",6,0,0,
"9101","SITRE SOLUTION GROUP S.A.","LA PAMPA 4872","CAPITAL",1,1009,"4523-6104/05","AMPER:4331-7810/4345-6617","LUIS 15-54155536","30-61718032-0",1,01/11/2000,2,,,22,0,"0,00","S",1,"S",6,3,1,
"9102","DRA.GLADYS ESTELA CASTRO","SENADOR MORON 828","BELLA VISTA",2,1661,"4666-4920",,"RAQUEL","27-17721291-7",8,05/12/2000,2,,,11,0,"0,00","N",2,"N",6,0,0,
"9104","ESMALTACION FALCON","LIBERTAD 6526","LOMA HERMOSA",2,1657,"4769-0832/4841-3497","MARIA TERESA",,"20-08077061-9",1,02/08/2005,1,,,11,0,"0,00","S",1,"N",0,18,1,
"9105","GIOVANNELLI y LOPEZ GARCI","CALLE 37 Nº7843/49","JOSE.L.SUAREZ",2,1655,"4729-4549/6987/4720-2661","CLAUDIA","JORGE","30-55573834-6",1,01/02/2001,2,,,11,0,"0,00","S",1,"N",1,9,0,
"9106","VENADOS MANUFACT.PLAST.SA","AV.ANDRES ROLON 2239","BECCAR",2,1643,"4742-6111(138)F:4742-1556","EDUARDO F.BARRIO",,"30-59901262-8",1,03/11/2000,1,,,11,0,"0,00","S",1,"N",0,9,0,
"9107","FLEXO-PLAS S.R.L.","CATRIEL 3443","BUENOS AIRES",2,1752,"4441-3464 FAX= 4441-1005","LUIS CARRIZO",,"30-69672042-4",1,28/09/2000,2,,,11,0,"0,00","S",1,"N",0,3,0,
"9109","TUBOPOX S.R.L.","E.WILDE 3966","Bº.LOS GIGANTES",3,5000,"0351-750659",,,"30-68226486-8",1,15/12/2000,1,12/09/1995,,11,0,"0,00","S",1,"N",6,0,0,
"9110","DOT PRE PRESS S.A.","VIAMONTE 1430, 1ºP","CAPITAL FEDERAL",1,1055,"4371-2221/9800",,,"30-70701594-9",1,18/10/2000,1,,,11,0,"0,00","S",1,"N",0,12,0,
"9111","SANTA ROSA PLASTICOS SRL","MAQUINISTA CARREGAL 3171","MUNRO",2,1605,"4762-3399/4870","PAGAN 15-4558-4998","MARIANA","30-62216627-1",1,17/11/1999,1,,,11,0,"0,00","S",1,"N",0,0,0,
"9112","ALSAR S.A.","Avda. ALBARELLOS 2530","BUENOS AIRES",1,1419,"4572-2571/7210 4571-7239","FAX 4574-5644","MARTIN-ANALIA","30-59183574-9",1,20/01/2000,2,,,11,0,"0,00","S",1,"N",6,12,0,
"9113","POLINGRAF","CALLE 40, ROMA 2031/37","VILLA MAIPU",2,1650,"4755-8323","POLIN",,"20-15303311-1",1,27/09/2004,1,,,11,0,"0,00","S",1,"N",1,0,0,
"9114","TEXLONAS SAN LUIS S.A.","VELEZ SARSFIELD 3180","MARTINEZ",2,1640,"4513-8772/3/4","LICENCIADO STOLER","CONTADOR SABENA","30-60918297-7",1,01/02/1999,1,,,11,0,"0,00","S",1,"N",6,0,0,
"9115","BIG PLANET","FISCHETTI 4494","CASEROS",2,1678,"4750-9292",,,"20-23480608-5",8,01/06/2000,1,,,11,0,"0,00","S",1,"N",0,0,0,
"9116","ORGANIZACION VERAZ","TACUARI 202","CAPITAL FEDERAL",1,1071,"343-3001-09* FAX 334-8515","POR INFOR. 345-1683 al 85",,"30-51973911-5",1,01/01/2002,2,01/10/1995,,11,0,"0,00","S",1,"N",6,0,0,
"9117","DUN & BRADSTREET S.A.","VIAMONTE 570 2º Y 3º PISO","CAPITAL FEDERAL",1,1053,"4318-3100/4318-3148","EDUARDO(GESTION COBRANZA)",,"30-54004140-3",1,05/04/2001,2,,,39,0,"0,00","S",1,"N",0,0,0,
"9118","TEX.RIDA/TEX.LIDACO SACIF","JUAN B.JUSTO 765","LUJAN",2,6700,"0323-30208/23907","15-449-5911","CARLOS SCHEDEN","30-54826915-2",1,14/03/2000,1,,,11,0,"0,00","S",1,"N",6,0,0,
"9119","BRB SEGUROS S.A.","SARMIENTO 459 - 5ºPISO","CAP.FED.",1,1041,"326-8282/8198",,,"30-50005833-8",1,08/04/1999,1,,,11,0,"0,00","N",4,"N",6,0,0,
"9120","NILES CHEMICAL PAINT COMP","AV.LIBERTADOR 5831 P.6""A""","CAPITAL FEDERAL",1,1428,,,,"30-68747783-5",1,02/08/2000,1,,,11,0,"0,00","S",1,"N",0,0,0,
"9121",,,,0,0,,,,"0",0,,0,,,11,0,"0,00","N",1,"S",0,0,1,
"9122","METALURG.METAL BEEP S.R.L","SAN IGNACIO 1853","CIUDADELA",2,1702,"4488-4400/8332/8333","JORGE - ESTER",,"30-61316236-0",1,14/01/2000,1,,,11,0,"0,00","S",1,"N",0,0,0,
"9123","MINERA CEMA S.A.I.C. y F.","OLIDEN 4059.","CAPITAL FEDERAL",1,1439,"601-0373",,,"30-50275629-6",1,06/04/2011,1,,,11,0,"0,00","S",1,"N",6,3,2,
"9124","ROD-MASTER S.R.L.","DIAGONAL 101 Nº4079","VILLA BALLESTER",2,1653,"767-5560/5548",,,"30-68780465-8",1,01/01/2001,1,,,11,0,"0,00","S",4,"N",6,0,0,
"9126","FUNDICIONES ""ASTRADA""","CALLE 188 Nº 1248","SAN MARTIN",2,1655,,"L.SAN MARTIN",,"23-17038078-9",1,10/01/2000,1,,,11,0,"0,00","S",1,"N",0,0,0,
"9127","MUBEL S.A.","ROJAS 331 - 2ºPISO ""C""","CAPITAL FEDERAL",1,1405,,,,"33-61730092-9",1,01/10/1999,1,,,11,0,"0,00","S",1,"N",0,0,0,
"9128","DISTRIB.DE SODA Y AGUA","IGUAZU 8866","LOMA HERMOSA",2,1657,"848-2117/16",,,"20-26599387-8",1,18/01/2001,1,,,11,0,"0,00","N",4,"N",6,0,0,
"9129","*ICI ARG SACI*NO USAR***/","RECONQUISTA 2780","PACHECO",2,1617,"FAX 740-9119 /","SEC 736-6000/FAX 736-6002","WETZLER 736-6020","30-66351629-5",1,22/12/1999,1,,,11,0,"0,00","S",1,"S",6,0,0,
"9130","TINTAS LETTA S.A.I.C.","MENDOZA 1290.VILLA ZAGALA","SAN MARTIN",2,1651,"754-1040/0490/0940 F=1640","????????","????????","30-50019960-8",1,15/08/2000,2,,,11,0,"0,00","S",1,"N",6,99,0,
"9131","CROSAL SRL","MARIANO ACOSTA 1940","AVELLANEDA",2,0,"208-2112/2216",,,"30-55955669-2",1,05/05/2000,1,,,11,0,"0,00","S",1,"N",6,0,0,
"9132","SINTEPLAST S.A.","GELLY 6304","VERRY DEL PINO",2,1763,"4441-6400","ALEJADRO SCAFO","JULIO PAZOS 15-4980-3676","30-56406678-4",1,18/01/2001,1,,,11,0,"0,00","S",1,"S",0,9,1,
"9133","METALURGICA SIDERO S.A","RUTA 8 Nº 4635 KM 17500","VILLA BALLESTER",2,0,"4764-1547/1827","4849-0759",,"30-57472122-5",1,27/11/2001,1,,,11,0,"0,00","S",1,"N",1,3,2,
"9134","CIA.ARG. DE SEGUGOS S.A.","RECONQUISTA 601/09 P.""1º""","BUENOS AIRES",2,1003,"4311-3666/3698/4404/F4394",,,"30-50005130-9",1,14/08/2000,1,,,11,0,"0,00","S",1,"N",0,0,0,
"9135","TEJEDURIA BS AS",,,0,0,,,,,0,16/01/2010,1,,,11,0,"0,00","N",1,"N",0,0,0,
"4","PAPELERA ADER (de CORTEZ)","Avda.ADER 1764","LA ADELINA",2,1607,"OFICINA:    4735-3099","PARTICULAR: 4799-3801","CELULAR: 15-5000-3338","20-04560473-0",1,01/02/2001,1,,,11,0,"0,00","S",1,"N",6,0,,
"5","SANTA MARIA LABORAL","MARENGO 3945","VILLA BALLESTER",2,1653,"4724-0222/0111/4754-5886","GRACIELA RECTORAN","SERGIO PORCELINI","30-62829148-5",1,05/05/2008,1,,,31,0,"0,00","S",1,"N",6,6,,
"6","AMALIA TALLERES MET SRL","LARREA 2272","LOMAS DEL MIRADOR",2,1752,"4647-0860/4657-1659","GABRIEL/ANALIA",,"30-50316708-1",1,01/01/2005,1,,,16,,,"S",1,"N",6,,,
"7","GALVANOPLASTIA PUEYRREDON","PAVON 1467","SAN MIGUEL",2,1663,"664-6212 667-1908.","PART.664-8037","LEDESMA MIGUEL 759-6423","30-62427748-8",1,01/07/2002,1,,,11,0,"-2586,77","S",1,"S",6,0,,
"8","ESMALTACION FALCON","LIBERTAD 6526","LOMA HERMOSA",2,1657,"4769-0832/4841-3497","MARIA TERESA",,"20-08077061-9",1,07/01/2010,1,,,11,0,"0,00","S",1,"N",6,3,,
"9","CAMARA IND.BS.DURA.CONSUM","PARAGUAY 1855","C.AUTONOMA DE BS AS",1,1121,"4814-2648/4814-2650",,,"33-53691396-9",1,28/03/2011,1,,,11,,,"S",4,"N",10,3,0,
"10","ABILCAR","TRES ARROYOS 814 DTO B","CAPITAL FEDERAL",1,0,"4584-9209/15-4062-8885","CARLOS BURD","CARLOS BURD","20-12667411-3",1,29/08/2001,1,,,11,0,"0,00","S",1,"N",6,9,,
"12","PLASTI S.A.","BERON DE ASTRADA 2243/5","CAP.FED",1,0,"4918-8087/7088/*7089* (3)",,"TALLER:RUIZ","30-61650899-3",1,28/08/2009,1,,,11,0,"-4860,80","S",1,"N",6,12,2,
"13","ENVAPOL ALVAREZ CARLOS E.","AYACUCHO 2856","SAN ANDRES",2,1651,"4752-3060/4755-6712/0839",,,"20-04573043-4",1,01/02/2011,1,,,12,0,"1145,15","S",1,"N",6,3,,
"15","ORTIZ Y CIA. S.A.","AV.DON BOSCO 5195","CORDOBA",3,5003,"0351-4841816/4841278/8408","0351-4858254 NATALIA","CTA CTE =CLAUDIA 117","30-50369757-9",1,28/12/2010,1,,,11,0,"-186602,35","S",1,"N",6,3,2,
"16","DISTR.SIDERO METAL. S.A.","CALLE 110 N4765","VILLA BALLESTER",2,1653,"4764-1547/1827","ANDREA",,"30-57472122-5",1,06/01/2003,1,,,11,0,"0,00","S",1,"N",6,0,,
"17","SAPRIME S.A.","AV.DON BOSCO 5195","V.MAFEKIN",3,5195,"051-800765/800825/803721",,,"30-61328929-8",1,09/08/2001,1,,,11,0,"-289,14","S",4,"N",0,0,,
"18","EVERPLAST SA","PICHINCHA 3343","LANUS",2,1824,"4246-1962","GABRIELA",,"30-68292450-7",1,11/02/2011,1,,,16,,,"S",1,"N",6,3,,
